comparison_id,simulation_id,reference_simulation,observable,comparison_time_key,reference_match_strategy,reference_match_key,time,time_index,elapsed_seconds,value_index,value,reference_value,signed_error,absolute_error,relative_error,unit,selection,reference_selection
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,3,133.9330291748047,147.11785851099452,-13.184829336189836,13.184829336189836,0.08962086227760376,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,13,133.3078155517578,146.65441514367177,-13.346599591913957,13.346599591913957,0.09100714478209743,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,14,133.15472412109375,145.8976744668381,-12.742950345744362,12.742950345744362,0.0873416961052438,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,15,132.99627685546875,145.26720236254437,-12.270925507075617,12.270925507075617,0.0844714106660565,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,16,132.8428192138672,144.7785949034746,-11.935775689607425,11.935775689607425,0.08244157706852405,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,17,132.70358276367188,144.43451535860746,-11.730932594935581,11.730932594935581,0.08121973176431949,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,18,132.58416748046875,144.2277420679966,-11.643574587527837,11.643574587527837,0.0807304782046608,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,19,132.46995544433594,144.1340755206818,-11.664120076345853,11.664120076345853,0.08092548576184658,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,20,132.34890747070312,144.11620065157845,-11.767293180875328,11.767293180875328,0.0816514252226538,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,21,132.21353149414062,144.1512537146605,-11.937722220519873,11.937722220519873,0.08281386330603784,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,22,132.06143188476562,144.19758162951672,-12.136149744751094,12.136149744751094,0.084163337606675,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,23,131.89256286621094,144.22341155653896,-12.330848690328025,12.330848690328025,0.08549824579273695,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,24,131.70608520507812,144.21339468045934,-12.50730947538122,12.50730947538122,0.08672779323373031,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,25,131.5033416748047,144.20174663532453,-12.698404960519838,12.698404960519838,0.08805999411805433,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,41,124.80813598632812,127.788407557676,-2.9802715713478705,2.9802715713478705,0.023321924330286025,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,42,124.1658935546875,126.78014066457929,-2.6142471098917923,2.6142471098917923,0.020620320313480916,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,43,123.51271057128906,125.76163126842876,-2.2489206971396953,2.2489206971396953,0.01788240717345295,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,44,122.85240173339844,124.77970613948207,-1.9273044060836355,1.9273044060836355,0.015445655914025342,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,45,122.187255859375,123.83647199489693,-1.6492161355219253,1.6492161355219253,0.013317693155776324,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,46,121.52205657958984,122.93338401599866,-1.4113274364088113,1.4113274364088113,0.01148042452182997,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,47,120.86381530761719,122.07476727767362,-1.2109519700564277,1.2109519700564277,0.00991975653168335,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,48,120.22406005859375,121.27147485839347,-1.047414799799725,1.047414799799725,0.008636942867420162,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,49,119.60525512695312,120.51942180360142,-0.9141666766482928,0.9141666766482928,0.007585222887461406,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,50,119.02920532226562,119.83447839530456,-0.8052730730389328,0.8052730730389328,0.006719877983551064,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,51,118.51471710205078,119.23117763090573,-0.7164605288549524,0.7164605288549524,0.006009003207808959,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,52,118.0716323852539,118.71602659885332,-0.6443942135994121,0.6443942135994121,0.005428030503217973,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,53,117.68032836914062,118.26674250491814,-0.5864141357775168,0.5864141357775168,0.004958402703559123,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,54,117.3212890625,117.86166750009308,-0.5403784375930769,0.5403784375930769,0.0045848531507722825,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,55,117.00153350830078,117.5060977408081,-0.5045642325073203,0.5045642325073203,0.00429394084399156,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,56,116.74137878417969,117.21895212746728,-0.47757334328758816,0.47757334328758816,0.004074199049043376,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,57,116.57086944580078,117.02916772715444,-0.45829828135366313,0.45829828135366313,0.0039161030557967776,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,58,116.50244140625,116.94835751061771,-0.44591610436771134,0.44591610436771134,0.0038129317406379714,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,59,116.4974594116211,116.93733213551714,-0.4398727238960447,0.4398727238960447,0.0037616107351096566,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,60,133.81341552734375,145.90120574581752,-12.08779021847377,12.08779021847377,0.08284914546582002,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,61,133.84292602539062,146.14318141830196,-12.300255392911339,12.300255392911339,0.08416578367556285,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,62,133.8877410888672,146.5839582831229,-12.696217194255723,12.696217194255723,0.0866139606472717,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,74,133.15414428710938,146.03593510286137,-12.881790815751998,12.881790815751998,0.08820973280774094,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,75,133.00135803222656,145.45421539220797,-12.452857359981408,12.452857359981408,0.0856135886223928,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,76,132.85528564453125,144.9852285134786,-12.129942868947353,12.129942868947353,0.08366330138121408,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,77,132.7213134765625,144.65170880337965,-11.930395326817148,11.930395326817148,0.08247669817045677,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,78,132.6000213623047,144.4491904925629,-11.849169130258218,11.849169130258218,0.08203001408213695,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,79,132.4833526611328,144.36159564808725,-11.878242986954433,11.878242986954433,0.08228118381228088,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,80,132.3596649169922,144.33458989547455,-11.974924978482363,11.974924978482363,0.08296642535344069,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,81,132.22190856933594,144.3884839672861,-12.166575397950169,12.166575397950169,0.08426278234700997,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,100,125.41777038574219,129.01437164953896,-3.596601263796771,3.596601263796771,0.027877524168910088,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,101,124.78983306884766,127.85654274657784,-3.066709677730188,3.066709677730188,0.023985551398872547,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,102,124.14677429199219,126.76735926326674,-2.6205849712745533,2.6205849712745533,0.020672395374523807,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,103,123.49272155761719,125.73345555105907,-2.2407339934418786,2.2407339934418786,0.017821302879343356,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,104,122.83161163330078,124.74828719895437,-1.9166755656535912,1.9166755656535912,0.015364343741223379,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,105,122.1649169921875,123.80431717640911,-1.6394001842216142,1.6394001842216142,0.013241866048060573,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,106,121.49805450439453,122.90224909788294,-1.4041945934884126,1.4041945934884126,0.011425296150358248,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,107,120.8367691040039,122.04616135452368,-1.2093922505197696,1.2093922505197696,0.00990930183380932,m,map,map
ex12_mf6_nwt_moderate_same_s60,nwt_mod_s60,mf6_mod_s60,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,108,120.19641876220703,121.24531236479781,-1.0488936025907805,1.0488936025907805,0.008651003342998643,m,map,map
