comparison_id,simulation_id,reference_simulation,observable,comparison_time_key,reference_match_strategy,reference_match_key,time,time_index,elapsed_seconds,value_index,value,reference_value,signed_error,absolute_error,relative_error,unit,selection,reference_selection
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_outlet_lowland,time_index:10,exact_time_key,time_index:10,10,10,,0,110.65998077392578,137.09159869109976,-26.43161791717398,26.43161791717398,0.19280260912800903,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_outlet_lowland,time_index:11,exact_time_key,time_index:11,11,11,,0,113.93795776367188,152.06536778077077,-38.127410017098896,38.127410017098896,0.25073039689133114,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:0,exact_time_key,time_index:0,0,0,,0,112.8728256225586,119.33384278093484,-6.461017158376251,6.461017158376251,0.05414237074588269,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:1,exact_time_key,time_index:1,1,1,,0,114.46104431152344,125.77197760177073,-11.310933290247291,11.310933290247291,0.0899320620214852,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:2,exact_time_key,time_index:2,2,2,,0,114.08365631103516,124.34022555687945,-10.25656924584429,10.25656924584429,0.0824879414518387,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:3,exact_time_key,time_index:3,3,3,,0,113.43730926513672,121.59058009718764,-8.153270832050922,8.153270832050922,0.0670551191180599,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:4,exact_time_key,time_index:4,4,4,,0,112.78262329101562,119.00891642187642,-6.226293130860796,6.226293130860796,0.05231787094665344,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:5,exact_time_key,time_index:5,5,5,,0,111.911376953125,115.80732583763704,-3.8959488845120376,3.8959488845120376,0.03364164448434113,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:6,exact_time_key,time_index:6,6,6,,0,109.99053955078125,112.97542300262194,-2.9848834518406875,2.9848834518406875,0.026420644176489733,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:7,exact_time_key,time_index:7,7,7,,0,109.15506744384766,112.18207964185798,-3.0270121980103255,3.0270121980103255,0.026983028017256248,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:8,exact_time_key,time_index:8,8,8,,0,109.15155029296875,111.66453977737977,-2.5129894844110225,2.5129894844110225,0.022504812086460473,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:9,exact_time_key,time_index:9,9,9,,0,110.45521545410156,112.46253210705068,-2.0073166529491147,2.0073166529491147,0.01784875918531154,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:10,exact_time_key,time_index:10,10,10,,0,110.58866119384766,122.97709227135998,-12.388431077512323,12.388431077512323,0.10073771341231698,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_mid_basin_response,time_index:11,exact_time_key,time_index:11,11,11,,0,114.18811798095703,132.13922485141353,-17.9511068704565,17.9511068704565,0.13584994834533018,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:0,exact_time_key,time_index:0,0,0,,0,106.9059829711914,114.30806395166759,-7.402080980476185,7.402080980476185,0.06475554501216972,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:1,exact_time_key,time_index:1,1,1,,0,108.2701187133789,122.956806086966,-14.686687373587091,14.686687373587091,0.11944590820941915,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:2,exact_time_key,time_index:2,2,2,,0,108.32230377197266,121.0785354761927,-12.756231704220042,12.756231704220042,0.1053550214664453,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:3,exact_time_key,time_index:3,3,3,,0,107.82532501220703,117.9210304138346,-10.09570540162757,10.09570540162757,0.08561412129963149,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:4,exact_time_key,time_index:4,4,4,,0,107.12930297851562,114.77599456851675,-7.646691590001126,7.646691590001126,0.06662274301126925,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:5,exact_time_key,time_index:5,5,5,,0,106.13066101074219,110.99217871861455,-4.861517707872366,4.861517707872366,0.043800543101304476,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:6,exact_time_key,time_index:6,6,6,,0,104.01932525634766,107.60052011421806,-3.5811948578704005,3.5811948578704005,0.033282319212481114,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:7,exact_time_key,time_index:7,7,7,,0,103.18960571289062,106.8269839772288,-3.6373782643381816,3.6373782643381816,0.03404924606982748,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:8,exact_time_key,time_index:8,8,8,,0,103.09893035888672,106.31517410103919,-3.2162437421524714,3.2162437421524714,0.03025197267791554,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:9,exact_time_key,time_index:9,9,9,,0,104.47032165527344,107.41546936133192,-2.945147706058478,2.945147706058478,0.0274182827070408,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:10,exact_time_key,time_index:10,10,10,,0,104.61378479003906,117.80392317100771,-13.190138380968648,13.190138380968648,0.11196688553250851,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_upstream_ridge,time_index:11,exact_time_key,time_index:11,11,11,,0,107.98338317871094,126.30913236251821,-18.325749183807275,18.325749183807275,0.14508649407242208,m,nearest_cell,nearest_cell
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:0,exact_time_key,time_index:0,0,0,,0,0.00019202820085747926,0.0028833768402904297,-0.0026913486394329503,0.0026913486394329503,0.9334016288907497,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:1,exact_time_key,time_index:1,1,1,,0,0.0003748519057684642,0.0046665027509874045,-0.00429165084521894,0.00429165084521894,0.9196717701089648,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:2,exact_time_key,time_index:2,2,2,,0,0.00034174151670289754,0.0050573490562914195,-0.0047156075395885216,0.0047156075395885216,0.9324267490934275,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:3,exact_time_key,time_index:3,3,3,,0,0.0002483647145754169,0.0033318821180906492,-0.0030835174035152325,0.0030835174035152325,0.9254581327391789,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:4,exact_time_key,time_index:4,4,4,,0,0.00017988439622844635,0.0027074543712690847,-0.0025275699750406384,0.0025275699750406384,0.9335595834458597,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:5,exact_time_key,time_index:5,5,5,,0,8.690374442615136e-05,0.0012957117973902595,-0.0012088080529641082,0.0012088080529641082,0.9329297266558911,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:6,exact_time_key,time_index:6,6,6,,0,1.6139182827918165e-05,0.00036142024061441787,-0.0003452810577864997,0.0003452810577864997,0.9553451051870216,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:7,exact_time_key,time_index:7,7,7,,0,7.033756236086009e-06,0.0002889302595567456,-0.0002818965033206596,0.0002818965033206596,0.975655868489245,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:8,exact_time_key,time_index:8,8,8,,0,6.58044108671742e-06,0.000239029665611683,-0.00023244922452496557,0.00023244922452496557,0.9724701908029787,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:9,exact_time_key,time_index:9,9,9,,0,2.030733702510734e-05,0.00036556584836469613,-0.0003452585113395888,0.0003452585113395888,0.9444495783291871,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:10,exact_time_key,time_index:10,10,10,,0,2.23209755976886e-05,0.003177787104562119,-0.0031554661289644303,0.0031554661289644303,0.9929759373855964,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,outlet_flux_series,time_index:11,exact_time_key,time_index:11,11,11,,0,0.00028251148426163664,0.005709883073030161,-0.005427371588768524,0.005427371588768524,0.9505223696092762,m3/s,nearest_declared_outlet_point,nearest_declared_outlet_point
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,0,133.837158203125,153.58209149936027,-19.744933296235274,19.744933296235274,0.12856273217452258,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,6,134.8961944580078,152.5971647532412,-17.70097029523339,17.70097029523339,0.11599802869114197,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,8,134.8173370361328,156.4420438811968,-21.624706845063997,21.624706845063997,0.13822823013924537,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,11,134.2800750732422,152.9906648612475,-18.710589788005308,18.710589788005308,0.12229889846530562,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,13,133.7556610107422,159.64548366610046,-25.889822655358273,25.889822655358273,0.16217071764777888,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,15,133.15481567382812,161.0863433910611,-27.931527717232967,27.931527717232967,0.17339475916605185,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,17,132.74896240234375,139.85989519611127,-7.1109327937675175,7.1109327937675175,0.050843258417980236,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,19,132.69979858398438,157.53294911527485,-24.83315053129047,24.83315053129047,0.15763781907693988,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,20,132.71084594726562,156.04158606049327,-23.330740113227648,23.330740113227648,0.14951616874864965,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,24,132.47042846679688,154.74468753580172,-22.27425906900484,22.27425906900484,0.1439419951903129,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,29,131.63526916503906,166.67372074850786,-35.0384515834688,35.0384515834688,0.21022181196961418,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,31,131.01239013671875,164.93183484870215,-33.9194447119834,33.9194447119834,0.20565735379770023,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,34,129.72705078125,156.13169549457368,-26.404644713323677,26.404644713323677,0.16911777349040166,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,35,129.2014617919922,155.15788590578433,-25.95642411379214,25.95642411379214,0.16729039560099135,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,37,127.93460083007812,147.86686529839818,-19.932264468320056,19.932264468320056,0.13479872199966073,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,38,127.17828369140625,129.18654423648636,-2.0082605450801054,2.0082605450801054,0.015545431274977237,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,39,126.35578155517578,128.03298287555367,-1.6772013203778897,1.6772013203778897,0.013099759786180306,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,40,125.48616790771484,166.13355854694504,-40.647390639230196,40.647390639230196,0.24466694745327022,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,45,120.8837661743164,133.8577447335339,-12.9739785592175,12.9739785592175,0.09692363026916642,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,46,119.93185424804688,150.0351192612739,-30.10326501322703,30.10326501322703,0.20064145755637822,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,51,115.60324096679688,170.70455300532325,-55.10131203852637,55.10131203852637,0.3227875945219112,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,55,113.36483001708984,125.55227464282079,-12.187444625730947,12.187444625730947,0.0970706796065828,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,60,133.94091796875,127.76664136066887,6.174276608081129,6.174276608081129,0.04832463734138504,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,64,134.75364685058594,152.39155224189352,-17.637905391307584,17.637905391307584,0.11574070302342387,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,65,134.88226318359375,155.03552202035044,-20.15325883675669,20.15325883675669,0.1299912340999588,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,68,134.8299102783203,210.25688602015146,-75.42697574183114,75.42697574183114,0.358737243614471,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,71,134.3063201904297,140.6401975065525,-6.333877316122823,6.333877316122823,0.0450360382623021,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,72,134.07135009765625,128.0474155802601,6.023934517396157,6.023934517396157,0.04704456150167557,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,73,133.80166625976562,129.88778619214213,3.913880067623495,3.913880067623495,0.03013277985840577,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,74,133.51376342773438,151.69704680591437,-18.183283378179993,18.183283378179993,0.1198657703695723,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,75,133.23684692382812,149.2983836966091,-16.061536772780983,16.061536772780983,0.10758011155311506,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,77,132.8787841796875,123.92148795892834,8.957296220759162,8.957296220759162,0.07228202604965416,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,80,132.8195343017578,144.97923074120658,-12.159696439448766,12.159696439448766,0.0838719889551234,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,81,132.79446411132812,143.79587197722705,-11.001407865898926,11.001407865898926,0.07650711883885804,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,82,132.7398681640625,126.19216842678127,6.547699737281235,6.547699737281235,0.051886736070157286,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,84,132.5532989501953,162.1984126755556,-29.64511372536029,29.64511372536029,0.1827706771992844,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,85,132.4233856201172,126.30913236251821,6.114253257598975,6.114253257598975,0.048407056110959065,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,87,132.10763549804688,165.88587089281927,-33.778235394772395,33.778235394772395,0.20362334183721345,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,89,131.64666748046875,126.29912373833297,5.347543742135784,5.347543742135784,0.04234030754809389,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,94,129.70860290527344,155.88430883112824,-26.1757059258548,26.1757059258548,0.1679175160228046,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,97,127.88711547851562,131.51978210614908,-3.632666627633455,3.632666627633455,0.027620686177091933,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,100,125.41265869140625,152.71139697452668,-27.29873828312043,27.29873828312043,0.17876032060445396,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,101,124.51101684570312,150.5325077227047,-26.021490877001582,26.021490877001582,0.17286293353283969,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,102,123.59165954589844,161.68295286534996,-38.09129331945152,38.09129331945152,0.23559251389460995,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,103,122.66280364990234,194.98337680422685,-72.3205731543245,72.3205731543245,0.37090635283713447,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,104,121.72869873046875,158.01243129960108,-36.283732569132326,36.283732569132326,0.22962581026511886,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,105,120.779296875,132.54956056399593,-11.770263688995925,11.770263688995925,0.0887989642433643,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,107,118.87055969238281,153.8224826273064,-34.9519229349236,34.9519229349236,0.22722246018878758,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,108,117.95035552978516,158.01120234071146,-40.06084681092631,40.06084681092631,0.2535316877378425,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,109,117.06136322021484,143.75498681486476,-26.69362359464992,26.69362359464992,0.18568833113961725,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,110,116.22968292236328,143.27980085106776,-27.05011792870448,27.05011792870448,0.18879226358516324,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,112,114.8660659790039,189.39696116667594,-74.53089518767203,74.53089518767203,0.39351684804531917,m,map,map
example12_mf6_vs_nwt_different_meshes_demonstrative,nwt_demo_structured,mf6_demo_triangular,head_map_last,time_index:11,exact_time_key,time_index:11,11,11,,113,114.32445526123047,145.76885188847984,-31.444396627249375,31.444396627249375,0.21571409954786394,m,map,map
